Année	Série	Lieu	Session	Sujet
2006	L	MÉTROPOLE	NORMALE	Cela a-t-il un sens de vouloir échapper au temps ?
2006	S	MÉTROPOLE	NORMALE	Peut-on juger objectivement la valeur d'une culture ?
2006	S	MÉTROPOLE	NORMALE	L'expérience peut-elle démontrer quelque chose ?
2006	STI AA	MÉTROPOLE	NORMALE	L'expression “c'est ma vérité” a-t-elle un sens ?
2006	STI AA	MÉTROPOLE	NORMALE	Le sentiment de la justice est-il naturel ?
2006	TECHN.	MÉTROPOLE	NORMALE	Quel besoin avons-nous de chercher la vérité ?
2006	TECHN.	MÉTROPOLE	NORMALE	L'intérêt de l'histoire, est-ce d'abord de lutter contre l'oubli ?
2006	TMD	MÉTROPOLE	NORMALE	Les théories scientifiques sont-elles tirées de l'expérience ?
2006	TMD	MÉTROPOLE	NORMALE	Les hommes font-ils leur histoire ?
2006	ES	POLYNÉSIE	NORMALE	Le droit sert-il à établir l'ordre ou la justice ?
2006	ES	POLYNÉSIE	NORMALE	Dire que la vérité est relative, est-ce dire qu'il n'y a pas de vérité ?
2006	L	POLYNÉSIE	NORMALE	L'interprétation est-elle affaire de choix ?
2006	L	POLYNÉSIE	NORMALE	Peut-on attendre du progrès technique qu'il nous libère du travail ?
2006	S	POLYNÉSIE	NORMALE	Le travail n'est-il qu'une lutte avec la nature ?
2006	S	POLYNÉSIE	NORMALE	Peut-on désirer ce que l'on possède déjà ?
2006	TECHN.	POLYNÉSIE	NORMALE	Suffit-il de voir pour savoir ?
2006	TECHN.	POLYNÉSIE	NORMALE	Faut-il être cultivé pour apprécier une oeuvre d'art ?
2007	ES	AMÉRIQUE DU NORD	NORMALE	Suffit-il de remplir ses devoirs pour être heureux ?
2007	ES	AMÉRIQUE DU NORD	NORMALE	Doit-on avoir peur de la technique ?
2007	L	AMÉRIQUE DU NORD	NORMALE	Appliquer des lois justes suffit-il pour assurer la justice ?
2007	L	AMÉRIQUE DU NORD	NORMALE	Est-ce par l'intériorité qu'il faut définir l'esprit ?
2007	S	AMÉRIQUE DU NORD	NORMALE	Y a-t-il un art d'être heureux ?
2007	S	AMÉRIQUE DU NORD	NORMALE	Suis-je ce que je crois être ?
2007	ES	ANTILLES	NORMALE	Peut-on échanger sans perdre ?
2007	ES	ANTILLES	NORMALE	Autrui est-il mon semblable ?
2007	L	ANTILLES	NORMALE	Pour accéder au vrai, suffit-il de s'en tenir aux faits ?
2007	L	ANTILLES	NORMALE	L'inquiétude peut-elle définir l'existence humaine ?
2007	S	ANTILLES	NORMALE	La société n'est-elle qu'un regroupement d'individus ?
2007	S	ANTILLES	NORMALE	Sait-on ce qu'on désire ?
2007	TECHN.	ANTILLES	NORMALE	La culture rend-elle meilleur ?
2007	TECHN.	ANTILLES	NORMALE	Doit-on toujours dire la vérité ?
2007	ES	ANTILLES	REMPLACEMENT	L'exigence de démonstration nuit-elle à la liberté de penser ?
2007	ES	ANTILLES	REMPLACEMENT	Le progrès technique peut-il être aliénant ?
2007	S	ANTILLES	REMPLACEMENT	Les faits parlent-ils d'eux-mêmes ?
2007	S	ANTILLES	REMPLACEMENT	L'art est-il étranger à la réalité quotidienne ?
2007	TECHN.	ANTILLES	REMPLACEMENT	Peut-il y avoir des lois injustes ?
2007	TECHN.	ANTILLES	REMPLACEMENT	L'oeuvre d'art est-elle un moyen de communiquer ?
2007	L	ANTILLES	SECOURS	La connaissance historique est-elle une interprétation du passé ?
2007	L	ANTILLES	SECOURS	Peut-il y avoir une justice en dehors du droit ?
2007	ES	ÉTRANGER GROUPE 1	NORMALE	Éduquer l'individu, est-ce porter atteinte à sa liberté ?
2007	ES	ÉTRANGER GROUPE 1	NORMALE	Tout travail a-t-il un sens ?
2007	L	ÉTRANGER GROUPE 1	NORMALE	Parler aux autres, se parler à soi-même, est-ce différent ?
2007	L	ÉTRANGER GROUPE 1	NORMALE	La vérité exige-t-elle qu'on se soumette aux faits ?
2007	S	ÉTRANGER GROUPE 1	NORMALE	Ne doit-on tenir pour vrai que ce qui est démontré ?
2007	S	ÉTRANGER GROUPE 1	NORMALE	L'action politique peut-elle être subordonnée à la morale ?
2007	ES	INDE	NORMALE	La loi pourrait-elle se passer des juges ?
2007	ES	INDE	NORMALE	Comment puis-je savoir qui je suis ?
2007	L	INDE	NORMALE	N'est-on responsable que de ses propres actes ?
2007	L	INDE	NORMALE	Être cultivé rend-il meilleur ?
2007	S	INDE	NORMALE	Qu'admire-t-on dans une oeuvre d'art ?
2007	S	INDE	NORMALE	La vérité est-elle relative à une culture ?
2007	ES	JAPON	NORMALE	L'art a-t-il pour fonction d'exprimer ce qui échappe à la science ?
2007	ES	JAPON	NORMALE	Y a-t-il un sens à parler de devoirs envers nos descendants ?
2007	S	JAPON	NORMALE	La moralité se juge-t-elle aux actes ?
2007	S	JAPON	NORMALE	L'exigence de démonstration fait-elle obstacle à la liberté de penser ?
2007	ES	LA RÉUNION	NORMALE	Devons-nous chercher à être heureux ?
2007	ES	LA RÉUNION	NORMALE	Peut-on transformer le réel sans le connaître ?
2007	L	LA RÉUNION	NORMALE	Est-ce seulement pour connaître que nous cherchons la vérité ?
2007	L	LA RÉUNION	NORMALE	Peut-on ne pas vouloir être libre ?
2007	S	LA RÉUNION	NORMALE	Peut-on être injuste avec soi-même ?
2007	S	LA RÉUNION	NORMALE	Pourquoi cherchons-nous à connaître le réel ?
2007	ES	LIBAN	NORMALE	La recherche de l'égalité peut-elle être injuste ?
2007	ES	LIBAN	NORMALE	Suis-je l'esclave de mes désirs ?
2007	L	LIBAN	NORMALE	En quel sens pouvons-nous dire que notre histoire nous appartient ?
2007	L	LIBAN	NORMALE	La division du travail sépare-t-elle les hommes ?
2007	ES	MÉTROPOLE	NORMALE	Peut-on en finir avec les préjugés ?
2007	ES	MÉTROPOLE	NORMALE	Que gagnons-nous à travailler ?
2007	L	MÉTROPOLE	NORMALE	Toute prise de conscience est-elle libératrice ?
2007	L	MÉTROPOLE	NORMALE	Les oeuvres d'art sont-elles des réalités comme les autres ?
2007	S	MÉTROPOLE	NORMALE	Le désir peut-il se satisfaire de la réalité ?
2007	S	MÉTROPOLE	NORMALE	Que vaut l'opposition du travail manuel et du travail intellectuel ?
2007	TECHN.	MÉTROPOLE	NORMALE	Les échanges favorisent-ils la paix ?
2007	TECHN.	MÉTROPOLE	NORMALE	Les lois sont-elles l'oeuvre de la raison ?
2007	TMD	MÉTROPOLE	NORMALE	L'art nous éloigne-t-il de la réalité ?
2007	TMD	MÉTROPOLE	NORMALE	Peut-on se passer de l'État ?
2007	ES	MÉTROPOLE	REMPLACEMENT	Peut-on parler de tout ?
2007	ES	MÉTROPOLE	REMPLACEMENT	Vouloir être libre, est-ce accepter la possibilité du malheur ?
2007	L	MÉTROPOLE	REMPLACEMENT	Avons-nous le choix d'être libre ?
2007	L	MÉTROPOLE	REMPLACEMENT	Ne peut-on être heureux qu'au passé ?
2007	S	MÉTROPOLE	REMPLACEMENT	D'où les lois tirent-elles leur force ?
2007	S	MÉTROPOLE	REMPLACEMENT	Le progrès technique transforme-t-il les hommes ?
2007	TECHN.	MÉTROPOLE	REMPLACEMENT	La raison est-elle plus fiable que l'expérience ?
2007	TECHN.	MÉTROPOLE	REMPLACEMENT	Changer d'avis, est-ce faire acte de liberté ?
2007	TMD	MÉTROPOLE	SECOURS	Ce qui est évident est-il toujours vrai ?
2007	TMD	MÉTROPOLE	SECOURS	L'art n'est-il qu'une affaire de goût ?
2007	L	NOUVELLE-CALÉDONIE	NORMALE	La recherche scientifique est-elle une recherche de la vérité ?
2007	L	NOUVELLE-CALÉDONIE	NORMALE	Sommes-nous prisonniers de notre histoire ?
2007	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	La raison peut-elle être mise au service du mal ?
2007	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Peut-on être heureux en toute circonstance ?
2007	L	NOUVELLE-CALÉDONIE	REMPLACEMENT	Peut-on protéger la nature sans faire appel à la technique ?
2007	L	NOUVELLE-CALÉDONIE	REMPLACEMENT	La loi est-elle une garantie contre l'injustice ?
2007	S	NOUVELLE-CALÉDONIE	REMPLACEMENT	Puis-je savoir ce que je suis ?
2007	S	NOUVELLE-CALÉDONIE	REMPLACEMENT	La justice et l'inégalité sont-elles compatibles ?
2007	ES	POLYNÉSIE	NORMALE	Toute oeuvre d'art veut-elle dire quelque chose ?
2007	ES	POLYNÉSIE	NORMALE	Faut-il aimer autrui pour le respecter ?
2007	S	POLYNÉSIE	NORMALE	La recherche de la vérité nous aide-t-elle à vivre ?
2007	S	POLYNÉSIE	NORMALE	L'État est-il au-dessus des lois ?
2007	S	POLYNÉSIE	REMPLACEMENT	La conscience de soi rend-elle libre ?
2007	S	POLYNÉSIE	REMPLACEMENT	L'homme juste peut-il aller contre la loi ?
2007	TECHN.	POLYNÉSIE	REMPLACEMENT	Faut-il faire l'expérience de quelque chose pour le connaître ?
2007	TECHN.	POLYNÉSIE	REMPLACEMENT	Une technique se juge-t-elle seulement à son efficacité ?
2008	ES	AMÉRIQUE DU NORD	NORMALE	La vérité est-elle libératrice ?
2008	ES	AMÉRIQUE DU NORD	NORMALE	Puis-je apprécier une oeuvre d'art sans comprendre sa signification ?
2008	L	AMÉRIQUE DU NORD	NORMALE	L'histoire ne serait-elle qu'une suite d'événements ?
2008	L	AMÉRIQUE DU NORD	NORMALE	Que pouvons-nous savoir des autres ?
2008	S	AMÉRIQUE DU NORD	NORMALE	Mon corps fait-il obstacle à ma liberté ?
2008	S	AMÉRIQUE DU NORD	NORMALE	Pour être juste, suffit-il d'obéir aux lois ?
2008	ES	AMÉRIQUE DU SUD	NORMALE	Peut-on désirer savoir pour savoir ?
2008	ES	AMÉRIQUE DU SUD	NORMALE	Le progrès technique peut-il procurer le bonheur ?
2008	S	AMÉRIQUE DU SUD	NORMALE	L'artiste est-il le meilleur interprète de son oeuvre ?
2008	S	AMÉRIQUE DU SUD	NORMALE	La raison doit-elle se soumettre au réel ?
2008	ES	ANTILLES	NORMALE	Peut-on résister au vrai ?
2008	ES	ANTILLES	NORMALE	Le bonheur des autres dépend-il de nous ?
2008	L	ANTILLES	NORMALE	Peut-on concevoir une conscience sans inconscient ?
2008	L	ANTILLES	NORMALE	Que vaut la loi du cœur contre la loi de l'État ?
2008	S	ANTILLES	NORMALE	L'État peut-il assurer à la fois la liberté et la sécurité des individus ?
2008	S	ANTILLES	NORMALE	Suis-je le seul à savoir ce que je dois faire ?
2008	TECHN.	ANTILLES	NORMALE	L'homme injuste peut-il être heureux ?
2008	TECHN.	ANTILLES	NORMALE	Peut-on expliquer une oeuvre d'art ?
2008	ES	ANTILLES	REMPLACEMENT	Y a-t-il des limites à la liberté d'expression ?
2008	ES	ANTILLES	REMPLACEMENT	L'ignorant peut-il être heureux ?
2008	L	ANTILLES	REMPLACEMENT	N'existons-nous que par le regard d'autrui ?
2008	L	ANTILLES	REMPLACEMENT	Une interprétation peut-elle prétendre à la vérité ?
2008	S	ANTILLES	REMPLACEMENT	Le travail est-il pour l'homme un obstacle à la liberté ?
2008	S	ANTILLES	REMPLACEMENT	Le désir est-il la marque de la misère de l'homme ?
2008	TECHN.	ANTILLES	REMPLACEMENT	Croire, est-ce savoir ?
2008	TECHN.	ANTILLES	REMPLACEMENT	Peut-on tout échanger ?
2008	ES	ÉTRANGER GROUPE 1	NORMALE	L'esprit peut-il être objet de science ?
2008	ES	ÉTRANGER GROUPE 1	NORMALE	La parole peut-elle être un instrument de domination ?
2008	L	ÉTRANGER GROUPE 1	NORMALE	L'autorité politique se fonde-t-elle sur une compétence ?
2008	L	ÉTRANGER GROUPE 1	NORMALE	L'art est-il un langage ?
2008	S	ÉTRANGER GROUPE 1	NORMALE	A-t-on des devoirs envers soi-même ?
2008	S	ÉTRANGER GROUPE 1	NORMALE	Peut-on reprocher à l'art d'être inutile ?
2008	ES	INDE	NORMALE	Toutes les inégalités sont-elles des injustices ?
2008	ES	INDE	NORMALE	La culture permet-elle d'échapper à la barbarie ?
2008	S	INDE	NORMALE	Est-ce à la justice de dire où est le mal ?
2008	S	INDE	NORMALE	La conscience peut-elle nous tromper ?
2008	TECHN.	INDE	NORMALE	Peut-on ne croire en rien ?
2008	TECHN.	INDE	NORMALE	La culture est-elle une seconde nature ?
2008	ES	JAPON	NORMALE	L'accord entre les hommes suffit-il à définir la vérité ?
2008	ES	JAPON	NORMALE	Le droit doit-il tenir compte des différences entre les individus ?
2008	S	JAPON	NORMALE	Y a-t-il des vérités qui échappent à la raison ?
2008	S	JAPON	NORMALE	La liberté individuelle est-elle un danger pour l'État ?
2008	ES	LA RÉUNION	NORMALE	Toutes les interprétations se valent-elles ?
2008	ES	LA RÉUNION	NORMALE	Peut-on faire le bonheur d'autrui ?
2008	L	LA RÉUNION	NORMALE	Pour être objectif, faut-il s'en tenir à l'expérience ?
2008	L	LA RÉUNION	NORMALE	Être plus savant, est-ce être plus heureux ?
2008	S	LA RÉUNION	NORMALE	Faire son devoir, et-ce là toute la morale ?
2008	S	LA RÉUNION	NORMALE	Ce qui est indémontrable est-il pour autant incertain ?
2008	TECHN.	LA RÉUNION	NORMALE	Toute vérité a-t-elle besoin d'être prouvée ?
2008	TECHN.	LA RÉUNION	NORMALE	La loi doit-elle rendre les hommes heureux ?
2008	ES	LIBAN	NORMALE	Le travail est-il nécessairement source de progrès ?
2008	ES	LIBAN	NORMALE	Le bonheur peut-il se passer de liberté ?
2008	L	LIBAN	NORMALE	L'art peut-il manifester la vérité ?
2008	L	LIBAN	NORMALE	Faire usage du langage, est-ce renoncer à la violence ?
2008	S	LIBAN	NORMALE	Peut-on vouloir renoncer à sa liberté ?
2008	S	LIBAN	NORMALE	Suffit-il de démontrer pour convaincre ?
2008	ES	MÉTROPOLE	NORMALE	Peut-on désirer sans souffrir ?
2008	ES	MÉTROPOLE	NORMALE	Est-il plus facile de connaître autrui que de se connaître soi-même ?
2008	L	MÉTROPOLE	NORMALE	La perception peut-elle s'éduquer ?
2008	L	MÉTROPOLE	NORMALE	Une connaissance scientifique du vivant est-elle possible ?
2008	S	MÉTROPOLE	NORMALE	L'art transforme-t-il notre conscience du réel ?
2008	S	MÉTROPOLE	NORMALE	Y a-t-il d'autres moyens que la démonstration pour établir une vérité ?
2008	TECHN.	MÉTROPOLE	NORMALE	Peut-on aimer une oeuvre d'art sans la comprendre ?
2008	TECHN.	MÉTROPOLE	NORMALE	Est-ce à la loi de décider de mon bonheur ?
2008	TMD	MÉTROPOLE	NORMALE	Faut-il vouloir tout démontrer ?
2008	TMD	MÉTROPOLE	NORMALE	Une oeuvre d'art peut-elle être belle et ne pas me plaire ?
2008	ES	MÉTROPOLE	REMPLACEMENT	Le monde de la technique est-il encore humain ?
2008	ES	MÉTROPOLE	REMPLACEMENT	Peut-on rester libre et se sentir obligé ?
2008	L	MÉTROPOLE	REMPLACEMENT	Faut-il s'identifier à autrui pour le comprendre ?
2008	L	MÉTROPOLE	REMPLACEMENT	La culture est-elle nécessairement libératrice ?
2008	S	MÉTROPOLE	REMPLACEMENT	Suis-je le mieux placé pour me connaître moi-même ?
2008	S	MÉTROPOLE	REMPLACEMENT	La vérité peut-elle changer ?
2008	TMD	MÉTROPOLE	REMPLACEMENT	Faut-il aimer la vérité ?
2008	TMD	MÉTROPOLE	REMPLACEMENT	Puis-je juger une culture à laquelle je n'appartiens pas ?
2008	ES	NOUVELLE-CALÉDONIE	NORMALE	Bien parler, est-ce bien penser ?
2008	ES	NOUVELLE-CALÉDONIE	NORMALE	Est-ce un devoir d'être heureux ?
2008	L	NOUVELLE-CALÉDONIE	NORMALE	Agir par devoir est-ce agir contre son intérêt ?
2008	L	NOUVELLE-CALÉDONIE	NORMALE	Peut-on réduire l'esprit à la matière ?
2008	S	NOUVELLE-CALÉDONIE	NORMALE	Le bonheur n'est-il qu'une affaire personnelle ?
2008	S	NOUVELLE-CALÉDONIE	NORMALE	La technique libère-t-elle l'homme ?
2008	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	L'échange n'a-t-il pour but que la satisfaction des besoins ?
2008	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	La culture rend-elle plus humain ?
2008	L	POLYNÉSIE	NORMALE	Peut-on concevoir une société sans conflit ?
2008	L	POLYNÉSIE	NORMALE	L'art sait-il montrer ce que le langage ne peut pas dire ?
2008	S	POLYNÉSIE	NORMALE	Faire son devoir, est-ce un choix ?
2008	S	POLYNÉSIE	NORMALE	L'innovation technique répond-elle à nos besoins ?
2008	S	POLYNÉSIE	REMPLACEMENT	Travaillons-nous pour avoir des loisirs ?
2008	S	POLYNÉSIE	REMPLACEMENT	Peut-on accomplir son devoir sans réfléchir ?
2009	ES	AMÉRIQUE DU NORD	NORMALE	Les échanges économiques fondent-ils le lien social ?
2009	ES	AMÉRIQUE DU NORD	NORMALE	Tout droit implique-t-il un devoir ?
2009	L	AMÉRIQUE DU NORD	NORMALE	Qu'avons-nous à gagner à faire notre devoir ?
2009	L	AMÉRIQUE DU NORD	NORMALE	La science relève-t-elle du seul désir de vérité ?
2009	S	AMÉRIQUE DU NORD	NORMALE	L'État est-il un mal nécessaire ?
2009	S	AMÉRIQUE DU NORD	NORMALE	L'artiste doit-il chercher à plaire ?
2009	ES	AMÉRIQUE DU SUD	NORMALE	La liberté peut-elle nous faire défaut ?
2009	ES	AMÉRIQUE DU SUD	NORMALE	Avons-nous besoin d'autrui pour avoir conscience de nous-mêmes ?
2009	L	AMÉRIQUE DU SUD	NORMALE	Le fait de ne pas connaître l'avenir est-il une entrave à notre liberté ?
2009	L	AMÉRIQUE DU SUD	NORMALE	Les mots peuvent-ils nous manquer pour dire quelque chose ?
2009	S	AMÉRIQUE DU SUD	NORMALE	Toutes les contraintes imposées par la société sont-elles des oppressions ?
2009	S	AMÉRIQUE DU SUD	NORMALE	Douter, est-ce désespérer de la vérité ?
2009	ES	ANTILLES	NORMALE	Pourquoi vouloir à tout prix connaître la vérité ?
2009	ES	ANTILLES	NORMALE	Le droit doit-il être fondé sur la nature ?
2009	L	ANTILLES	NORMALE	La connaissance rationnelle comble-t-elle toutes les attentes de l'homme ?
2009	L	ANTILLES	NORMALE	Le dialogue permet-il de surmonter les obstacles qui nous empêchent de comprendre autrui ?
2009	S	ANTILLES	NORMALE	La maîtrise de la technique donne-t-elle le pouvoir de gouverner les hommes ?
2009	S	ANTILLES	NORMALE	Peut-on douter d'une vérité démontrée ?
2009	TECHN.	ANTILLES	NORMALE	L'ignorant peut-il être libre ?
2009	TECHN.	ANTILLES	NORMALE	L'art nous éloigne-t-il de la réalité ?
2009	ES	ANTILLES	REMPLACEMENT	Toute interprétation est-elle contestable ?
2009	ES	ANTILLES	REMPLACEMENT	Sommes-nous prisonniers de notre culture ?
2009	L	ANTILLES	REMPLACEMENT	Y a-t-il des interprétations vraies ?
2009	L	ANTILLES	REMPLACEMENT	Est-ce le désir de vivre ensemble qui est au fondement des sociétés ?
2009	S	ANTILLES	REMPLACEMENT	La création artistique est-elle seulement l'expression d'une subjectivité?
2009	S	ANTILLES	REMPLACEMENT	Les progrès de la science n'ont-ils d'autre fin que la recherche de la vérité ?
2009	TECHN.	ANTILLES	REMPLACEMENT	Est-ce toujours par ignorance que nous commettons des erreurs ?
2009	TECHN.	ANTILLES	REMPLACEMENT	Puis-je être heureux sans être libre ?
2009	ES	ÉTRANGER GROUPE 1	NORMALE	Suffit-il d'être rationnel pour être raisonnable ?
2009	ES	ÉTRANGER GROUPE 1	NORMALE	L'État peut-il être impartial ?
2009	L	ÉTRANGER GROUPE 1	NORMALE	Choisissons-nous notre existence ?
2009	L	ÉTRANGER GROUPE 1	NORMALE	Y a-t-il une justice en dehors du droit ?
2009	S	ÉTRANGER GROUPE 1	NORMALE	Y a-t-il des limites aux interventions techniques sur le vivant ?
2009	S	ÉTRANGER GROUPE 1	NORMALE	L'hypothèse de l'inconscient rend-elle vaine toute aspiration à la liberté ?
2009	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Pourquoi échanger des idées ?
2009	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Apprécier une oeuvre d'art, cela s'apprend-t-il ?
2009	ES	INDE	NORMALE	Peut-on s'excuser en disant : “j'ai agi inconsciemment” ?
2009	ES	INDE	NORMALE	L'artiste est-il un créateur ?
2009	L	INDE	NORMALE	Le désir est-il aveugle ?
2009	L	INDE	NORMALE	La consultation des citoyens suffit-elle à faire la démocratie ?
2009	S	INDE	NORMALE	L'artiste travaille-t-il ?
2009	S	INDE	NORMALE	L'État a-t-il tous les droits ?
2009	TECHN.	INDE	NORMALE	Être certain, est-ce être dans le vrai ?
2009	TECHN.	INDE	NORMALE	Peut-on n'obéir à aucune loi ?
2009	ES	JAPON	NORMALE	Naissons-nous libres et égaux ?
2009	ES	JAPON	NORMALE	La communication est-elle la fonction essentielle du langage humain ?
2009	L	JAPON	NORMALE	Le temps est-il nécessairement destructeur ?
2009	L	JAPON	NORMALE	Pour aimer autrui faut-il le connaître ?
2009	S	JAPON	NORMALE	En quoi une culture peut-elle être la mienne ?
2009	S	JAPON	NORMALE	L'idéal de justice doit-il passer avant le respect de la loi ?
2009	ES	LA RÉUNION	NORMALE	Toute vérité est-elle relative ?
2009	ES	LA RÉUNION	NORMALE	Être libre, est-ce ne subir aucune influence ?
2009	L	LA RÉUNION	NORMALE	Les exigences de la morale sont-elles compatibles avec nos désirs ?
2009	L	LA RÉUNION	NORMALE	L'expérience fait-elle obstacle à la connaissance ?
2009	S	LA RÉUNION	NORMALE	Faut-Il toujours éviter de se contredire ?
2009	S	LA RÉUNION	NORMALE	Peut-on promettre le bonheur ?
2009	TECHN.	LA RÉUNION	NORMALE	Faut-il faire régner la justice à tout prix ?
2009	TECHN.	LA RÉUNION	NORMALE	Les hommes sont-ils seulement le produit de leur culture ?
2009	ES	LIBAN	NORMALE	Puis-je toujours exprimer ce que je désire ?
2009	ES	LIBAN	NORMALE	Le savoir scientifique s'établit-il contre la croyance ?
2009	L	LIBAN	NORMALE	À quelles conditions un acte est-il moral ?
2009	L	LIBAN	NORMALE	La pluralité des opinions fait-elle obstacle à l'exigence de vérité ?
2009	S	LIBAN	NORMALE	Suffit-il, pour être juste, d'être dans son droit ?
2009	S	LIBAN	NORMALE	Y a-t-il des vérités indiscutables ?
2009	ES	MÉTROPOLE	NORMALE	Que gagne-t-on à échanger ?
2009	ES	MÉTROPOLE	NORMALE	Le développement technique transforme-t-il les hommes ?
2009	L	MÉTROPOLE	NORMALE	L'objectivité de l'histoire suppose-t-elle l'impartialité de l'historien ?
2009	L	MÉTROPOLE	NORMALE	Le langage trahit-il la pensée ?
2009	S	MÉTROPOLE	NORMALE	Est-il absurde de désirer l'impossible ?
2009	S	MÉTROPOLE	NORMALE	Y a-t-il des questions auxquelles aucune science ne répond ?
2009	TECHN.	MÉTROPOLE	NORMALE	Peut-on être sûr d'avoir raison ?
2009	TECHN.	MÉTROPOLE	NORMALE	La technique s'oppose-t-elle à la nature ?
2009	TMD	MÉTROPOLE	NORMALE	L'État doit-il garantir le bonheur des citoyens ?
2009	TMD	MÉTROPOLE	NORMALE	Peut-on se passer de toute religion ?
2009	ES	MÉTROPOLE	REMPLACEMENT	Notre vision du monde doit-elle quelque chose au langage ?
2009	ES	MÉTROPOLE	REMPLACEMENT	Le travail peut-il être aimé pour lui-même ?
2009	L	MÉTROPOLE	REMPLACEMENT	Est-ce une fonction de l'art que d'embellir la vie ?
2009	L	MÉTROPOLE	REMPLACEMENT	L'intervention de l'État est-elle nécessaire pour réduire les injustices ?
2009	S	MÉTROPOLE	REMPLACEMENT	Que vaut la formule : “à chacun sa morale” ?
2009	S	MÉTROPOLE	REMPLACEMENT	La technique est-elle l'affaire des seuls techniciens ?
2009	TECHN.	MÉTROPOLE	REMPLACEMENT	Ce qui est vrai, est-ce ce qui est évident ?
2009	TECHN.	MÉTROPOLE	REMPLACEMENT	La technique accroît-elle notre liberté ?
2009	TMD	MÉTROPOLE	REMPLACEMENT	Toute vérité est-elle subjective ?
2009	TMD	MÉTROPOLE	REMPLACEMENT	Peut-on concevoir une société sans État ?
2009	ES	NOUVELLE-CALÉDONIE	NORMALE	Tout relève-t-il de l'interprétation ?
2009	ES	NOUVELLE-CALÉDONIE	NORMALE	Se cultiver, est-ce un devoir ?
2009	L	NOUVELLE-CALÉDONIE	NORMALE	Le langage des animaux est-il comparable à celui des hommes ?
2009	L	NOUVELLE-CALÉDONIE	NORMALE	La morale dépend-elle de la culture ?
2009	S	NOUVELLE-CALÉDONIE	NORMALE	Pouvons-nous faire coïncider nos désirs avec nos devoirs ?
2009	S	NOUVELLE-CALÉDONIE	NORMALE	L'art peut-il transformer la société ?
2009	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	L'expérience rend-elle raisonnable ?
2009	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Peut-il y avoir des exceptions à la loi ?
2009	ES	NOUVELLE-CALÉDONIE	REMPLACEMENT	Si l'inconscient existe, puis-je savoir qui je suis ?
2009	ES	NOUVELLE-CALÉDONIE	REMPLACEMENT	Le droit peut-il être indépendant de la morale ?
2009	ES	POLYNÉSIE	NORMALE	Notre connaissance du réel se limite-t-elle au savoir scientifique ?
2009	ES	POLYNÉSIE	NORMALE	La liberté de l'artiste rend-elle impossible toute définition de l'art ?
2009	L	POLYNÉSIE	NORMALE	Faut-il rendre les hommes libres ou égaux ?
2009	L	POLYNÉSIE	NORMALE	Les faits historiques se prêtent-ils à une pluralité d'interprétations ?
2009	S	POLYNÉSIE	NORMALE	La conscience peut-elle nous cacher ce que nous sommes ?
2009	S	POLYNÉSIE	NORMALE	Pourquoi devons-nous être justes ?
2009	TECHN.	POLYNÉSIE	NORMALE	L'art répond-il à un besoin ?
2009	TECHN.	POLYNÉSIE	NORMALE	Peut-il être raisonnable de désobéir à la loi ?
2009	ES	POLYNÉSIE	REMPLACEMENT	Un événement historique est-il toujours imprévisible ?
2009	ES	POLYNÉSIE	REMPLACEMENT	Être libre, est-ce s'affranchir de toute autorité ?
2009	L	POLYNÉSIE	REMPLACEMENT	Y a-t-il plus à espérer qu'à craindre de la technique ?
2009	L	POLYNÉSIE	REMPLACEMENT	Le droit n'est-il qu'une justice par défaut ?
2009	TECHN.	POLYNÉSIE	REMPLACEMENT	Un échange peut-il être désintéressé ?
2009	TECHN.	POLYNÉSIE	REMPLACEMENT	Reconnaître la vérité, est-ce renoncer à sa liberté de penser ?
2010	ES	AMÉRIQUE DU NORD	NORMALE	Peut-on agir avec des mots ?
2010	ES	AMÉRIQUE DU NORD	NORMALE	Est-ce un devoir que d'être soi-même ?
2010	L	AMÉRIQUE DU NORD	NORMALE	Une théorie est-elle une interprétation du réel ?
2010	L	AMÉRIQUE DU NORD	NORMALE	Les machines nous libèrent-elles du travail ?
2010	S	AMÉRIQUE DU NORD	NORMALE	Est-II raisonnable de prétendre posséder la vérité ?
2010	S	AMÉRIQUE DU NORD	NORMALE	Peut-on ne pas connaître son bonheur ?
2010	ES	ANTILLES	NORMALE	L'inconscient m'empêche-t-il d'être le maître de moi-même ?
2010	ES	ANTILLES	NORMALE	La liberté exclut-elle l'obéissance ?
2010	L	ANTILLES	NORMALE	L'oeuvre est-elle nécessairement la fin de l'art ?
2010	L	ANTILLES	NORMALE	Peut-on faire l'expérience de la liberté ?
2010	S	ANTILLES	NORMALE	Toute désobéissance doit-elle être punie ?
2010	S	ANTILLES	NORMALE	L'humanité peut-elle se passer de l'art ?
2010	TECHN.	ANTILLES	NORMALE	Les lois sont-elles une garantie pour notre liberté ?
2010	TECHN.	ANTILLES	NORMALE	La recherche de la vérité suppose-t-elle l'abandon de toute croyance ?
2010	ES	ANTILLES	REMPLACEMENT	L'art est-il indifférent à la vérité ?
