annee,serie,lieu,session,auteur
2005,S,INDE,NORMALE,"Qui ne voit que la cohésion sociale est due, en grande partie, à la nécessité pour une société de se défendre contre d'autres, et que c'est d'abord contre tous les autres hommes qu'on aime les hommes avec lesquels on vit ? Tel est l'instinct primitif. Il est encore là, heureusement dissimulé sous les apports de la civilisation ; mais aujourd'hui encore nous aimons naturellement et directement nos parents et nos concitoyens, tandis que l'amour de l'humanité est indirect et acquis. A ceux-là nous allons tout droit, à celle-ci nous ne venons que par un détour ; car c'est seulement à travers Dieu, en Dieu, que la religion convie l'homme à aimer le genre humain ; comme aussi c'est seulement à travers la Raison, dans la Raison par où nous communions tous, que les philosophes nous font regarder l'humanité pour nous montrer l'éminente dignité de la personne humaine, le droit de tous au respect. Ni dans un cas ni dans l'autre nous n'arrivons a l'humanité par étapes, en traversant la famille et la nation. Il faut que, d'un bond, nous nous soyons transportés plus loin qu'elle et que nous l'ayons atteinte sans l'avoir prise pour fin, en la dépassant. Qu'on parle d'ailleurs le langage de la religion ou celui de la philosophie, qu'il s'agisse d'amour ou de respect, c'est une autre morale, c'est un autre genre d'obligation, qui viennent se superposer à la pression sociale.


BERGSON
Les deux Sources de la Morale et de la Religion."
2005,TECHN.,INDE,NORMALE,"Prenons un acte volontaire, par exemple un mensonge nuisible par lequel un homme a introduit un certain désordre dans la société et dont on cherche d'abord les causes qui lui ont donné naissance pour juger ensuite comment il peut lui être attribué avec toutes ses conséquences.
Sous le premier point de vue, on pénètre le caractère psychologique de cet homme jusque dans ses sources que l'on recherche dans la mauvaise éducation, dans les mauvaises fréquentations, en partie aussi dans la méchanceté d'un naturel insensible à la honte, qu'on attribue en partie à la légèreté et à l'irréflexion, sans négliger les circonstances tout à fait occasionnelles qui ont pu influer. Dans tout cela, on procède comme on le fait, en général, dans la recherche de la série des causes déterminantes d'un effet naturel donné.
Or, bien que l'on croie que l'action soit déterminée par là, on n'en blâme pas moins l'auteur (...). Ce blâme se fonde sur une loi de la raison où l'on regarde celle-ci comme une cause qui aurait pu et aurait dû déterminer autrement la conduite de l'homme, indépendamment de toutes les conditions nommées (...). La raison était pleinement libre, et cet acte doit être attribué entièrement au fait que cet homme l'a négligée.


KANT



QUESTIONS :

1° Quelle est l'idée principale du texte ? Vous dégagerez les deux points de vue qu'il fait apparaître.

2°
a) qu'est-ce que la recherche des causes déterminantes nous apprend sur le comportement d'un homme ? Pour répondre à cette question vous expliquerez la phrase : ""on procède, comme on le fait, en général, dans la recherche de la série des causes déterminantes d'un effet naturel donné"" ;
b) qu'est-ce qui donne le droit de blâmer ? Pour répondre à cette question vous expliquerez l'expression ""une loi de la raison"" ;
c) peut-on soutenir en même temps les deux points de vue présentés dans le texte ? Pourquoi ne peut-on renoncer ni à l'un, ni à l'autre ?

3° En quel sens pouvons nous être responsables d'une action ?"
2005,ES,JAPON,NORMALE,"Tous les hommes sont sensibles à la nécessité de la justice pour maintenir la paix et l'ordre, et tous les hommes sont sensibles à la nécessité de la paix et de l'ordre pour maintenir la société. En dépit de cette forte et évidente nécessité, telle est cependant la fragilité ou la perversité de notre nature qu'il est impossible aux hommes de rester fidèlement et infailliblement sur le chemin de la justice. Des circonstances extraordinaires se produisent qui amènent un homme à plutôt trouver ses intérêts défendus par la fraude et le vol qu'à être choqué par la fracture que son injustice crée dans l'union sociale. Mais beaucoup plus souvent, il se trouve détourné de ses intérêts supérieurs, importants mais lointains, par l'apparence du présent, ses tentations étant souvent très frivoles, Cette grande faiblesse est incurable dans la nature humaine.
Les hommes doivent donc s'ingénier à pallier ce qu'ils ne peuvent guérir. il leur faut instituer des personnes qu'ils nomment magistrats, dont la fonction spécifique est de promulguer les décrets de l'équité, d'en punir les transgresseurs, de fustiger la fraude et la violence, et de contraindre les hommes, bien que récalcitrants, a suivre leurs intérêts réels et permanents. En un mot, l'obéissance est un nouveau devoir qu'il faut inventer afin de supporter celui de la justice : et les liens de l'équité doivent être renforcés par ceux de l'assujettissement.


HUME
De l'Origine du gouvernement."
2005,L,JAPON,NORMALE,"Chez les nations où règne le dogme de la souveraineté du peuple, chaque individu forme une portion égale du souverain et participe également au gouvernement de l'État. Chaque individu est donc censé être aussi éclairé, aussi vertueux, aussi fort qu'aucun autre de ses semblables. Pourquoi obéit-il donc à la société, et quelles sont les limites naturelles de cette obéissance ?
Il obéit à la société, non point parce qu'il est inférieur à ceux qui la dirigent, ou moins capable qu'un autre homme de se gouverner lui-même ; il obéit à la société parce que l'union avec ses semblables lui paraît utile et qu'il sait que cette union ne peut exister sans un pouvoir régulateur.
Dans tout ce qui concerne les devoirs des citoyens entre eux, il est donc devenu sujet. Dans tout ce qui ne regarde que lui-même, il est resté maître : il est libre et ne doit compte de ses actions qu'à Dieu. De là cette maxime que l'individu est le meilleur comme le seul juge de son intérêt particulier et que la société n'a le droit de diriger ses actions que quand elle se sent lésée par son fait ou lorsqu'elle a besoin de réclamer son concours.


TOCQUEVILLE
De la Démocratie en Amérique."
2005,S,JAPON,NORMALE,"Dans une assemblée, les grands mouvements d'enthousiasme, d'indignation, de pitié qui se produisent, n'ont pour lieu d'origine aucune conscience particulière. Ils viennent à chacun de nous du dehors et sont susceptibles de nous entraîner malgré nous. Sans doute, il peut se faire que, m'y abandonnant sans réserve, je ne sente pas la pression qu'ils exercent sur moi. Mais elle s'accuse (1) dès que j'essaie de lutter contre eux. Qu'un individu tente de s'opposer à l'une de ces manifestations collectives, et les sentiments qu'il nie se retournent contre lui. Or, si cette puissance de coercition (2) externe s'affirme avec cette netteté dans les cas de résistance, c'est qu'elle existe, quoique inconsciente, dans les cas contraires. Nous sommes alors dupes d'une illusion qui nous fait croire que nous avons élaboré nous-mêmes ce qui s'est imposé à nous du dehors. Mais, si la complaisance avec laquelle nous nous y laissons aller masque la poussée subie, elle ne la supprime pas. C'est ainsi que l'air ne laisse pas d'être pesant quoique nous n'en sentions plus le poids. Alors même que nous avons spontanément collaboré, pour notre part, à l'émotion commune, l'impression que nous avons ressentie est tout autre que celle que nous eussions éprouvée si nous avions été seul. Aussi, une fois que l'assemblée s'est séparée, que ces influences sociales ont cessé d'agir sur nous et que nous nous retrouvons seuls avec nous-mêmes, les sentiments par lesquels nous avons passé nous font l'effet de quelque chose d'étranger où nous ne nous reconnaissons plus. Nous nous apercevons alors que nous les avions subis beaucoup plus que nous ne les avions faits.


DURKHEIM
Règles de la méthode sociologique"
2005,S,LA RÉUNION,NORMALE,"Si on élimine la justice, que sont en effet les royaumes, sinon du brigandage en grand ? Les bandes de brigands elles-mêmes ne sont-elles pas, en petit, des royaumes ? Car ce sont des groupes d'hommes, où un chef commande, dont un pacte social resserre les liens, où des conventions règlent le partage du butin.
Si cette société de crime fait assez de recrues parmi les malfaiteurs pour occuper certaines positions, pour fonder des établissements, pour occuper des cités, pour subjuguer les peuples, alors elle s'arroge plus ouvertement le titre de royaume, que lui confère aux regards de tous, non pas un renoncement quelconque â ses convoitises, mais bien l'impunité qu'elle s'est assurée.
Spirituelle et juste fut la réponse que fit à Alexandre le Grand ce pirate tombé en son pouvoir. Le roi lui demandait : ""À quoi penses-tu, d'infester ainsi la mer ?
- Et toi, répondit-il, avec une audacieuse franchise, à quoi penses-tu, d'infester la terre ? Parce que je n'ai qu'un petit navire, on m'appelle un ""bandit"" ; toi, comme tu opères avec une grande flotte, on te nomme un ""conquérant"""".


AUGUSTIN
La Cité de Dieu."
2005,S,LIBAN,NORMALE,"Tous les métiers plaisent autant que l'on y gouverne, et déplaisent autant que l'on y obéit. Le pilote du tramway a moins de bonheur que le chauffeur de l'omnibus automobile. La chasse libre et solitaire donne des plaisirs vifs, parce que le chasseur fait son plan, le suit ou bien le change, sans avoir à rendre des comptes ni à donner ses raisons. Le plaisir de tuer devant des rabatteurs est bien maigre à côté ; mais encore est-il qu'un habile tireur jouit de ce pouvoir qu'il exerce contre l'émotion, et la surprise. Ainsi ceux qui disent que l'homme cherche le plaisir et fuit la peine décrivent mal. L'homme s'ennuie du plaisir reçu et préfère de bien loin le plaisir conquis ; mais par-dessus tout il aime agir et conquérir ; il n'aime point pâtir ni subir ; aussi choisit-il la peine avec l'action plutôt que le plaisir sans action.


ALAIN
Propos sur le bonheur."
2005,L,LIBAN,SECOURS,"La plupart de ceux qui ont écrit à propos des républiques supposent ou demandent, comme une chose qui ne leur doit pas être refusée, que l'homme soit un animal politique (...) né avec une certaine disposition naturelle à la société. Sur ce fondement-là ils bâtissent la doctrine civile, de sorte que pour la conservation de la paix, et pour la conduite de tout le genre humain, il ne faut plus rien sinon que les hommes s'accordent et conviennent de l'observation de certains pactes et conditions, auxquelles alors ils donnent le titre de lois. Cet axiome, quoique reçu si communément, n'en est pas moins faux et l'erreur vient d'une trop légère considération de la nature humaine.
Car ceux qui regardent plus étroitement les causes pour lesquelles les hommes viennent à s'assembler, et prennent plaisir à la compagnie les uns des autres, trouveront facilement que cela arrive par accident et non parce qu'il ne pourrait pas en être autrement par nature. Car si l'homme devait en aimer un autre par nature, c'est-à-dire en tant qu'homme, il n'y aurait aucune raison pour laquelle chaque homme n'aimerait pas également le premier venu, comme étant autant homme qu'un autre ; on ne saurait pas non plus pourquoi il préférerait fréquenter ceux dont la société lui apporte honneur et profit. Par conséquent, nous ne recherchons pas naturellement la société pour elle-même, mais afin de pouvoir en recevoir quelque honneur ou profit. Nous désirons en priorité ces deux choses, et la société nous ne la désirons qu'en second lieu.


HOBBES
Du Citoyen"
2005,ES,MÉTROPOLE,NORMALE,"L'éthique peut proposer des lois de moralité qui sont indulgentes et qui s'ordonnent aux faiblesses de la nature humaine, et ainsi elle s'accommode à cette nature en ne demandant rien de plus à l'homme que ce qu'il est en mesure d'accomplir. Mais l'éthique peut aussi être rigoureuse et réclamer la plus haute perfection morale. En fait, la loi morale doit elle-même être rigoureuse. Une telle loi, que l'homme soit en mesure ou non de l'accomplir, ne doit pas être indulgente et s'accommoder aux faiblesses humaines, car elle contient la norme de la perfection morale, laquelle doit être stricte et exacte. La géométrie donne par exemple des règles strictes, sans se demander si l'homme peut ou non les appliquer et les observer : le point qu'on dessine au centre d'un cercle a beau ne jamais être assez petit pour correspondre au point mathématique, la définition de ce dernier n'en conserve pas moins toute sa rigueur. De même, l'éthique présente des règles qui doivent être les règles de conduite de nos actions ; ces règles ne sont pas ordonnées au pouvoir de l'homme, mais indiquent ce qui est moralement nécessaire. L'éthique indulgente est la corruption de la mesure de perfection morale de l'humanité. La loi morale doit être pure.


KANT
Leçons d'éthique."
2005,L,MÉTROPOLE,NORMALE,"Si le cours naturel des choses était parfaitement bon et satisfaisant, toute action serait une ingérence inutile qui, ne pouvant améliorer les choses, ne pourrait que les rendre pires. Ou, si tant est qu'une action puisse être justifiée, ce serait uniquement quand elle obéit directement aux instincts, puisqu'on pourrait éventuellement considérer qu'ils font partie de l'ordre spontané de la nature ; mais tout ce qu'on ferait de façon préméditée et intentionnelle serait une violation de cet ordre parfait. Si l'artificiel ne vaut pas mieux que le naturel, à quoi servent les arts de la vie ? Bêcher, labourer, bâtir, porter des vêtements sont des infractions directes au commandement de suivre la nature.
Tout le monde déclare approuver et admirer nombre de grandes victoires de l'art sur la nature : joindre par des ponts des rives que la nature avait séparées, assécher des marais naturels, creuser des puits, amener à la lumière du jour ce que la nature avait enfoui à des profondeurs immenses dans la terre, détourner sa foudre par des paratonnerres, ses inondations par des digues, son océan par des jetées. Mais louer ces exploits et d'autres similaires, c'est admettre qu'il faut soumettre les voies de la nature et non pas leur obéir ; c'est reconnaître que les puissances de la nature sont souvent en position d'ennemi face à l'homme, qui doit user de force et d'ingéniosité afin de lui arracher pour son propre usage le peu dont il est capable, et c'est avouer que l'homme mérite d'être applaudi quand ce peu qu'il obtient dépasse ce qu'on pouvait espérer de sa faiblesse physique comparée à ces forces gigantesques. Tout l'éloge de la civilisation, de l'art ou de l'invention revient à critiquer la nature, à admettre qu'elle comporte des imperfections, et que la tâche et le mérite de l'homme sont de chercher en permanence à les corriger ou les atténuer.


MILL
La Nature"
2005,S,MÉTROPOLE,NORMALE,"Il est assez difficile de comprendre, comment il se peut faire que des gens qui ont de l'esprit, aiment mieux se servir de l'esprit des autres dans la recherche de la vérité, que de celui que Dieu leur a donné. Il y a sans doute infiniment plus de plaisir et plus d'honneur à se conduire par ses propres yeux, que par ceux des autres ; et un homme qui a de bons yeux ne s'avisa jamais de se les fermer, ou de se les arracher, dans l'espérance d'avoir un conducteur. Sapientis oculi in capite ejus, stultus in tenebris ambulat (1). Pourquoi le fou marche-t-il dans les ténèbres ? C'est qu'il ne voit que par les yeux d'autrui et que ne voir que de cette manière, à proprement parler, c'est ne rien voir. L'usage de l'esprit est à l'usage des yeux, ce que l'esprit est aux yeux ; et de même que l'esprit est infiniment au-dessus des yeux, l'usage de l'esprit est accompagné de satisfactions bien plus solides, et qui le contentent bien autrement, que la lumière et les couleurs ne contentent la vue. Les hommes toutefois se servent toujours de leurs yeux pour se conduire, et ils ne se servent presque jamais de leur esprit pour découvrir la vérité.


MALEBRANCHE
De la Recherche de la vérité.

(1) ""Les yeux du sage sont dans sa tête, l'insensé marche dans les ténèbres"""
2005,STI AA,MÉTROPOLE,NORMALE,"Quand on est jeune il ne faut pas hésiter à s'adonner à la philosophie, et quand on est vieux il ne faut pas se lasser d'en poursuivre l'étude. Car personne ne peut soutenir qu'il est trop jeune ou trop vieux pour acquérir la santé de l'âme. Celui qui prétendrait que l'heure de philosopher n'est pas encore venue ou qu'elle est déjà passée, ressemblerait à celui qui dirait que l'heure n'est pas encore arrivée d'être heureux ou qu'elle est déjà passée, Il faut donc que le jeune homme aussi bien que le vieillard cultivent la philosophie : celui-ci pour qu'il se sente rajeunir au souvenir des biens que la fortune (1) lui a accordés dans le passé, celui-là pour être, malgré sa jeunesse, aussi intrépide en face de l'avenir qu'un homme avancé en âge. Il convient ainsi de s'appliquer assidûment à tout ce qui peut nous procurer la félicité, s'il est vrai que quand elle est en notre possession nous avons tout ce que nous pouvons avoir, et que quand elle nous manque, nous faisons tout pour l'obtenir.


ÉPICURE


(1) la fortune : l'heureuse chance.


QUESTIONS :

1° Dégagez la thèse de ce texte et les étapes de son argumentation.

2° Expliquez
a. ""pour acquérir la santé de l'âme"" ;
b. ""il se sente rajeunir au souvenir des biens que la fortune lui a accordés dans le passé"" ;
c. ""être, malgré sa jeunesse, aussi intrépide en face de l'avenir qu'un homme avancé en âge"".

3° Y a-t-il un temps pour philosopher ?"
2005,TECHN.,MÉTROPOLE,NORMALE,"Imiter est naturel aux hommes et se manifeste dès leur enfance (l'homme diffère des autres animaux en ce qu'il est très apte à l'imitation et c'est au moyen de celle-ci qu'il acquiert ses premières connaissances). Et tous les hommes prennent plaisir aux imitations.
Un indice est ce qui se passe dans la réalité : des êtres dont l'original fait peine à la vue, nous aimons à en contempler l'image exécutée avec la plus grande exactitude ; par exemple les formes des animaux les plus vils et des cadavres.
Une raison en est encore qu'apprendre est très agréable non seulement aux philosophes mais pareillement aussi aux autres hommes ; seulement ceux-ci n'y ont qu'une faible part. On se plaît à la vue des images parce qu'on apprend en les regardant et on déduit ce que représente chaque chose, par exemple que cette figure c'est un tel. Si on n'a pas vu auparavant l'objet représenté, ce n'est plus comme imitation que l'oeuvre pourra plaire, mais à raison de l'exécution, de la couleur ou d'une autre cause de ce genre.


ARISTOTE



QUESTIONS :

1° Dégagez l'idée principale du texte et son argumentation.

2.°
a) En vous appuyant sur le texte vous expliquerez pourquoi ""tous les hommes prennent plaisir aux imitations"".

b) Qu'est-ce qui nous plaît dans une belle représentation ?

3° En quoi les images nous apprennent-elles à regarder et à connaître ?"
2005,TMD,MÉTROPOLE,NORMALE,"Ce qu'il faut dire, c'est que toute sensation se modifie en se répétant, et que si elle ne me paraît pas changer du jour au lendemain, c'est parce que je l'aperçois maintenant à travers l'objet qui en est cause, à travers le mot qui la traduit. Cette influence du langage sur la sensation est plus profonde qu'on ne le pense généralement. Non seulement le langage nous fait croire à l'invariabilité de nos sensations, mais il nous trompera parfois sur le caractère de la sensation éprouvée. Ainsi, quand je mange d'un mets réputé exquis, le nom qu'il porte, gros de l'approbation qu'on lui donne, s'interpose entre ma sensation et ma conscience ; je pourrai croire que la saveur me plaît, alors qu'un léger effort d'attention me prouverait le contraire. Bref, le mot aux contours bien arrêtés, le mot brutal, qui emmagasine ce qu'il y a de stable, de commun et par conséquent d'impersonnel dans les impressions de l'humanité, écrase ou tout au moins recouvre les impressions délicates et fugitives de notre conscience individuelle. Pour lutter à armes égales, celles-ci devraient s'exprimer par des mots précis ; mais ces mots, à peine formés, se retourneraient contre la sensation qui leur donna naissance, et inventés pour témoigner que la sensation est Instable, ils lui imposeraient leur propre stabilité.


BERGSON



QUESTIONS ;

1° Quelle est l'idée principale du texte et quelles sont les étapes de son développement ?

2° Expliquez :
a) ""Le langage nous fait croire à l'invariabilité de nos sensations"" ;
b) ""Le nom qu'il porte, gros de l'approbation qu'on lui donne, s'interpose entre ma sensation et ma conscience"" ;
c) ""Inventés pour témoigner que la sensation est instable, ils lui imposeraient leur propre stabilité"".

3° Les mots nous éloignent-ils de la réalité ?"
2005,ES,MÉTROPOLE,REMPLACEMENT,"Est libre l'homme qui ne rencontre pas d'obstacles et qui a tout à sa disposition comme il veut. L'homme qui peut être arrêté, contraint, entravé ou jeté malgré lui dans quelque entreprise est un esclave. Mais quel est celui qui ne rencontre pas d'obstacle ? C'est celui qui ne désire rien qui lui soit étranger. Et qu'est-ce qui nous est étranger ? C'est ce qu'il ne dépend pas de nous d'avoir ou de ne pas avoir, ni d'avoir avec telle qualité dans telles conditions. Ainsi le corps nous est-il étranger, étrangères ses parties, étrangère notre fortune ; si tu t'attaches à l'une de ces choses comme à ton bien propre, tu subiras le châtiment que mérite celui qui convoite des choses étrangères. Telle est la route qui conduit à la liberté, le seul moyen de nous affranchir de l'esclavage.


ÉPICTÈTE
Entretiens."
2005,L,MÉTROPOLE,REMPLACEMENT,"L'égalité peut s'établir dans la société civile, et ne point régner dans le monde politique. On peut avoir le droit de se livrer aux mêmes plaisirs, d'entrer dans les mêmes professions, de se rencontrer dans les mêmes lieux ; en un mot, de vivre de la même manière et de poursuivre la richesse par les mêmes moyens sans prendre tous la même part au gouvernement.
Une sorte d'égalité peut même s'établir dans le monde politique, quoique la liberté politique n'y soit point. On est l'égal de tous ses semblables, moins un, qui est, sans distinction, le maître de tous, et qui prend également, parmi tous, les agents de son pouvoir.
Il serait facile de faire plusieurs autres hypothèses suivant lesquelles une fort grande égalité pourrait aisément se combiner avec des institutions plus ou moins libres, ou même avec des institutions qui ne le seraient point du tout.
Quoique les hommes ne puissent devenir absolument égaux sans être entièrement libres, et que par conséquent l'égalité, dans son degré le plus extrême, se confonde avec la liberté, on est donc fondé à distinguer l'une de l'autre.


TOCQUEVILLE
De la Démocratie en Amérique"
2005,S,MÉTROPOLE,REMPLACEMENT,"Un homme a beau chercher par tous les artifices à représenter une action illégitime, qu'il se rappelle avoir commise, comme une erreur involontaire, comme une de ces négligences qu'il est impossible d'éviter entièrement, c'est-à-dire comme une chose où il a été entraîné par le torrent de la nécessité naturelle, et se déclarer ainsi innocent, il trouve toujours que l'avocat qui parle en sa faveur ne peut réduire au silence la voix intérieure qui l'accuse, s'il a conscience d'avoir été dans son bon sens, c'est-à-dire d'avoir eu l'usage de sa liberté au moment où il a commis cette action injuste ; et, quoiqu'il s'explique sa faute par une mauvaise habitude, qu'il a insensiblement contractée en négligeant de veiller sur lui-même, et qui en est venue à ce point que cette faute en peut être considérée comme la conséquence naturelle, il ne peut pourtant se mettre en sécurité contre les reproches et le blâme qu'il s'adresse à lui-même.


KANT
Critique de la raison pratique."
2005,STI AA,MÉTROPOLE,REMPLACEMENT,"Le beau intervient dans toutes les circonstances de notre vie ; il est le génie (1) amical que nous rencontrons partout. En cherchant seulement autour de nous où et comment, sous quelle forme, il se présente à nous, nous trouvons qu'il se rattachait jadis par les liens les plus intimes à la religion et à la philosophie. Nous trouvons notamment que l'homme s'est toujours servi de l'art comme d'un moyen de prendre conscience des idées et des intérêts les plus élevés de son esprit. Les peuples ont déposé leurs conceptions les plus hautes dans les productions de l'art, les ont exprimées et en ont pris conscience par le moyen de l'art. La sagesse et la religion sont concrétisées dans des formes créées par l'art qui nous livre la clef grâce à laquelle nous sommes à même de comprendre la sagesse et la religion de beaucoup de peuples. Dans beaucoup de religions, l'art a été le seul moyen dont l'idée née dans l'esprit s'était servie pour devenir objet de représentation.


HEGEL


(1) génie (ici) : dans la mythologie, divinité qui présidait à la destinée de chacun, à un groupe ou un lieu.


QUESTIONS :

1° Quelle fonction Hegel reconnaît-il à l'art ? Quels sont les éléments de son analyse ?

2° Expliquez en vous appuyant sur des exemples
a. ""un moyen de prendre conscience des idées et des intérêts les plus élevés de son esprit"".
b. ""l'art (...) nous livre la clef grâce à laquelle nous sommes à même de comprendre la sagesse et la religion de beaucoup de peuples"".

3° L'art permet-il aux hommes de mieux se comprendre eux-mêmes ?"
2005,TECHN.,MÉTROPOLE,REMPLACEMENT,"Il est de toute évidence que l'observateur qui s'observe et se juge lui-même se place dans de mauvaises conditions pour observer et pour juger. Le médecin le plus célèbre consulte sur sa propre maladie le confrère dont peut-être il ne jugerait pas le concours (1) bien utile, dans une consultation pour autrui. Et pourtant les phénomènes qu'il s'agit en pareil cas d'observer et d'interpréter, sont de ceux que ne trouble pas beaucoup dans leurs cours l'attention que le médecin met à les observer sur lui-même. Que dire donc à propos de ces phénomènes psychologiques, de ces faits de conscience, comme on les appelle, où l'attention de l'observateur, autre phénomène psychologique, intervient au premier chef comme cause modificatrice ? Certes le meilleur moyen de calmer un accès de colère serait de s'observer attentivement quand on est en colère.


COURNOT


(1) le concours : l'aide


QUESTIONS :

1° Dégagez l'idée principale du texte et son argumentation.

2°
a. Pourquoi l'observation de soi-même place-t-elle l'observateur ""dans de mauvaises conditions"" ?
b. Pourquoi ces conditions sont-elles particulièrement mauvaises à propos des ""faits de conscience"" ? En quoi l'exemple de la colère illustre-t-il le problème ?

3° Peut-on se connaître soi-même ?"
2005,TMD,MÉTROPOLE,REMPLACEMENT,"Être bienfaisant, lorsqu'on le peut, est un devoir, et, de plus, il y a certaines âmes si naturellement portées à la sympathie que, sans aucun motif de vanité ou d'intérêt, elles trouvent une satisfaction intérieure à répandre la joie autour d'elles, et jouissent du bonheur d'autrui, en tant qu'il est leur ouvrage. Mais je soutiens que dans ce cas l'action, si conforme au devoir, si aimable qu'elle soit, n'a pourtant aucune vraie valeur morale, et qu'elle va de pair avec les autres inclinations, par exemple avec l'ambition, qui, lorsque, par bonheur, elle est conforme à l'intérêt public et au devoir, par conséquent à ce qui est honorable, mérite des éloges et des encouragements, mais non pas notre respect ; car la maxime (1) manque alors du caractère moral, qui veut qu'on agisse par devoir et non par inclination.


KANT


(1) maxime : ici, une règle de conduite.


QUESTIONS :

1° Dégagez l'idée directrice et le mouvement du texte.

2° Expliquez :
a) ""une action de ce genre, si conforme au devoir, si digne d'affection soit-elle, n'a pourtant aucune véritable valeur morale"" ;
b) ""non par inclination, mais par devoir.""

3° Suffit-il d'avoir de bons sentiments pour être moral ?"
2005,ES,NOUVELLE-CALÉDONIE,NORMALE,"On dit d'un chien qu'il connaît son nom, parce qu'il vient quand on l'appelle et qu'il se souvient de son maître, parce qu'il paraît triste lorsque celui-ci est absent et se met à remuer la queue et à aboyer lorsqu'il revient. Que le chien se comporte ainsi, rien de plus certain ; mais la conclusion qu'on en tire en disant qu'il connaît et se souvient est tout à fait douteuse. Plus on examine les conclusions de ce genre, et plus elles paraissent précaires. C'est pourquoi on a été conduit, peu à peu, dans l'étude du comportement animal à renoncer à toute tentative d'interprétation mentale (...). La même méthode pouvait être appliquée au comportement humain, c'est-à-dire que celui-ci pouvait être décrit sans le recours à quoi que ce soit qui ne se prête pas à l'observation extérieure (...). Supposez que vous demandiez à deux écoliers combien font ""six fois neuf"". L'un vous répondra ""cinquante-quatre"", l'autre vous donnera une réponse différente, soit ""cinquante-six"". Nous dirons que le premier sait combien font ""six fois neuf"" et que l'autre ne le sait pas. Et, cependant, nous nous trouvons tout simplement en présence d'une habitude verbale. Le premier enfant a acquis l'habitude de dire ""six fois neuf font cinquante-quatre"", l'autre ne l'a pas acquise. La réponse du premier n'exige pas plus de pensée qu'il n'en faut à un cheval pour retourner tout seul à son écurie. Selon les cas, les habitudes peuvent être plus nombreuses et plus compliquées, mais il ne s'agit toujours que d'habitudes.


RUSSELL
Analyse de l'Esprit."
2005,S,NOUVELLE-CALÉDONIE,NORMALE,"Entre nous et notre propre conscience, un voile s'interpose, voile épais pour le commun des hommes, voile léger, presque transparent, pour l'artiste et le poète. Quelle fée a tissé ce voile ? Fut-ce par malice ou par amitié ? Il fallait vivre, et la vie exige que nous appréhendions les choses dans le rapport qu'elles ont à nos besoins. Vivre consiste à agir. Vivre, c'est n'accepter des objets que l'impression utile pour y répondre par des réactions appropriées : les autres impressions doivent s'obscurcir ou ne nous arriver que confusément. Je regarde et je crois voir, j'écoute et je crois entendre, je m'étudie et je crois lire dans le fond de mon coeur. Mais ce que je vois et ce que j'entends du monde extérieur, c'est simplement ce que mes sens en extraient pour éclairer ma conduite ; ce que je connais de moi-même, c'est ce qui affleure à la surface, ce qui prend part à l'action. Mes sens et ma conscience ne me livrent donc de la réalité qu'une simplification pratique. Dans la vision qu'ils me donnent des choses et de moi-même, les différences inutiles à l'homme sont effacées, les ressemblances utiles à l'homme sont accentuées, des routes me sont tracées à l'avance où mon action s'engagera.


BERGSON
Le Rire"
2005,TECHN.,NOUVELLE-CALÉDONIE,NORMALE,"Les hommes qui, par profession, jugent et punissent, cherchent à fixer dans chaque cas particulier si un criminel est responsable de son acte, s'il a pu se servir de sa raison, s'il a agi pour obéir à des motifs et non pas inconsciemment ou par contrainte. Si on le punit, c'est d'avoir préféré les mauvaises raisons aux bonnes raisons qu'il devait connaître. Lorsque cette connaissance fait défaut, conformément aux idées dominantes, l'homme n'est pas libre et pas responsable : à moins que son ignorance, par exemple son ignorance de la loi, ne soit la suite d'une négligence intentionnelle de sa part ; c'est donc autrefois déjà, lorsqu'il ne voulait pas apprendre ce qu'il devait, qu'il a préféré les mauvaises raisons aux bonnes et c'est maintenant qu'il pâtit (1) des conséquences de son choix. Si, par contre, il ne s'est pas aperçu des meilleures raisons, par hébétement ou idiotie (2), on n'a pas l'habitude de le punir. On dit alors qu'il ne possédait pas le discernement nécessaire, qu'il a agi comme une bête.


NIETZSCHE


(1) il pâtit des conséquences : il subit les conséquences.
(2) hébétement ou idiotie : deux formes d'incapacité mentale.


QUESTIONS :

1° Dégagez l'idée principale du texte et précisez les étapes de son raisonnement.

2° Expliquez :
a) ""responsable de son acte"" ;
b) ""'il a agi pour obéir à des motifs et non pas inconsciemment ou par contrainte"" ;
c) ""On dit alors qu'il ne possédait pas le discernement nécessaire"".

3° L'ignorance nous prive-t-elle de notre liberté ?"
